Teacher Name,Month,Attendance (%),Feedback from Students (1-5),Questions Answered,Research Papers,Average Class Duration (minutes),Average Student Attendance per Class (%),Resource Sharing (1-5),Quiz Frequency,After Quiz Feedback (1-5),RandomNumber
Teacher_440,6,89,4.1,115,3,48,75,4.2,4,4.7,40.7996394
Teacher_441,6,96,4.2,149,6,74,86,5,1,4,3.899910695
Teacher_442,6,91,4.1,91,1,67,79,4.1,3,4.2,78.52306744
Teacher_443,6,85,4.6,103,6,70,88,4.6,1,4.7,2.03592471
Teacher_444,6,88,3.7,84,1,57,75,4.5,3,4.4,53.27319878
Teacher_445,6,86,3.8,84,5,53,81,3.8,4,4,41.33225304
Teacher_446,6,97,3.8,122,1,70,77,3.6,3,4.1,52.33544411
Teacher_447,6,97,3.9,138,2,63,86,4.3,3,4,30.35375143
Teacher_448,6,95,4.3,129,2,62,80,4.6,1,4.4,97.39434336
Teacher_449,6,88,3.7,122,6,45,86,5,1,4,16.15902719
Teacher_450,6,95,4.8,136,2,63,85,4,2,4.6,49.04794833
Teacher_451,6,97,3.9,89,2,48,86,4.8,3,4.4,42.29117797
Teacher_452,6,97,3.7,82,5,47,87,4.1,1,3.7,39.8746075
Teacher_453,6,91,4.5,139,2,60,76,4.5,1,4,34.22076746
Teacher_454,6,98,3.6,124,4,49,79,4.4,2,3.8,76.34749255
Teacher_455,6,99,4.4,123,4,71,85,3.6,4,4.1,2.877437939
Teacher_456,6,88,4.5,139,4,54,88,3.6,3,4.3,17.6224954
Teacher_457,6,99,3.8,83,1,52,86,3.5,3,4.3,1.940641621
Teacher_458,6,93,3.6,84,6,68,76,4.1,3,4.6,11.59467268
Teacher_459,6,99,4,133,6,61,81,4.6,3,3.8,92.07940001
Teacher_460,6,91,3.6,118,3,72,83,3.8,1,4.9,9.821052967
Teacher_461,6,95,3.7,123,5,60,80,4.4,4,4,30.52793888
Teacher_462,6,95,3.9,143,4,59,87,3.9,1,4,20.24048017
Teacher_463,6,94,3.9,127,4,50,85,4.7,3,4.5,85.55980635
Teacher_464,6,85,4.3,126,2,58,76,4.7,4,4.7,81.32829351
Teacher_465,6,99,4.5,87,4,62,88,4.7,2,4.1,97.46100537
Teacher_466,6,85,4.4,90,2,52,81,4.3,4,4.6,68.90661638
Teacher_467,6,87,3.7,141,2,59,77,3.9,3,4.8,7.684753791
Teacher_468,6,99,3.8,119,3,52,80,4.7,4,4.7,19.8156166
Teacher_469,6,85,4.8,118,1,73,86,3.8,2,3.6,52.61751258
Teacher_470,6,85,4.3,124,2,72,80,3.9,3,4.7,3.866767376
Teacher_471,6,87,4.8,126,2,72,80,3.8,3,4.7,33.9572914
Teacher_472,6,86,4.1,143,6,49,82,4.5,1,4.5,85.57695268
Teacher_473,6,86,4.4,103,3,52,87,4.5,4,4.6,72.79697125
Teacher_474,6,89,4.3,132,2,60,88,4.5,4,5,21.92298105
Teacher_475,6,89,4,85,5,45,87,4.1,4,4.1,82.22741
Teacher_476,6,86,4.2,81,1,50,88,3.7,4,3.6,42.70721079
Teacher_477,6,98,4.3,82,5,52,83,4.9,4,4.2,79.60077925
Teacher_478,6,93,3.8,82,4,65,75,4.3,4,3.6,92.88846466
Teacher_479,6,96,4,93,1,64,89,4.1,1,3.9,64.61144916
Teacher_480,6,91,4.7,130,4,57,77,4.4,4,4.4,48.98799912
Teacher_481,6,90,4.9,85,6,50,85,3.8,2,4,25.27097982
Teacher_482,6,90,4,82,2,48,78,3.7,3,4.5,90.99189014
Teacher_483,6,87,4,146,3,60,85,4.1,1,4.7,54.82251139
Teacher_484,6,96,3.8,94,5,74,78,3.8,1,4.1,89.44938561
Teacher_485,6,90,4.5,110,4,58,86,3.9,3,4.9,13.93652967
Teacher_486,6,85,4,111,2,57,89,4.8,1,3.6,71.61815338
Teacher_487,6,93,5,80,5,66,76,4.3,4,4.8,96.4531987
Teacher_488,6,87,4,122,5,55,75,4.2,1,4.7,49.95059986
Teacher_489,6,93,4.1,130,6,71,78,4.5,4,4,9.27849579
Teacher_490,6,88,4.4,92,6,53,80,4.9,2,3.9,5.267642418
Teacher_491,6,93,4.7,134,4,54,82,3.7,3,4,87.64972802
Teacher_492,6,85,4.2,85,2,70,87,4.8,3,4.7,94.61427128
Teacher_493,6,99,4.1,145,3,56,83,4.4,4,4.7,9.122005573
Teacher_494,6,92,5,110,4,61,80,3.7,2,4,11.32554039
Teacher_495,6,96,3.5,95,5,51,84,3.9,4,4.4,29.00850304
Teacher_496,6,94,4.8,136,5,63,82,4.2,3,3.7,88.05766103
Teacher_497,6,99,3.7,94,1,74,81,4.5,1,4.2,95.58398075
Teacher_498,6,91,4.7,115,2,60,87,3.9,4,5,31.98271957
Teacher_499,6,90,4.4,103,1,64,88,4.3,1,3.7,71.66834653
Teacher_500,6,89,4,130,6,63,78,4.5,3,4.9,82.91303713
Teacher_501,6,88,4.8,103,3,60,88,4.2,1,4.7,35.132479
Teacher_502,6,88,3.5,116,4,70,77,4.8,1,5,69.55102053
Teacher_503,6,94,3.8,98,5,72,75,4.8,4,3.8,98.14553544
Teacher_504,6,91,4.4,149,2,47,82,4.2,1,3.8,81.55086186
Teacher_505,6,93,4,93,5,70,75,5,2,3.5,38.97768338
Teacher_506,6,91,4.4,90,6,64,83,3.6,1,4.6,70.84103237
Teacher_507,6,90,3.5,95,1,52,76,3.5,3,4.5,43.39851783
Teacher_508,6,99,3.7,144,1,67,83,4.1,4,3.8,54.7464278
Teacher_509,6,99,3.7,134,4,64,87,4.4,4,4.7,35.17998671
Teacher_510,6,93,3.8,129,2,73,83,4.4,3,3.9,23.23513553
Teacher_511,6,97,4.2,85,6,50,79,4.2,3,3.7,21.26956311
Teacher_512,6,89,4.6,103,2,71,79,3.7,1,4.1,78.22885513
Teacher_513,6,87,4.9,106,4,74,83,3.8,1,3.6,39.43088847
Teacher_514,6,95,4.8,99,6,70,88,4.8,1,3.9,81.37712334
Teacher_515,6,93,3.8,118,6,66,75,4.8,2,4.1,77.03423559
Teacher_516,6,93,4.2,135,1,51,79,4.5,3,4.8,84.88178482
Teacher_517,6,89,3.8,125,1,46,85,4.5,1,4.7,54.67699365
Teacher_518,6,99,3.9,139,1,68,89,4.4,2,4.2,59.29001823
Teacher_519,6,97,4.3,127,5,49,88,3.8,3,4.6,47.12179532
Teacher_520,6,90,3.6,131,3,65,88,4.1,4,4.4,38.82140397
Teacher_521,6,99,3.8,117,1,45,76,4.5,3,4,25.40944857
Teacher_522,6,86,4.9,143,3,66,79,4.3,2,4.6,7.825803257
Teacher_523,6,98,4.2,129,3,57,84,3.5,2,4.5,48.83645147
Teacher_524,6,96,4.2,86,2,72,76,4.9,3,4.4,61.18189403
Teacher_525,6,94,3.5,81,4,70,80,4.8,1,4.4,51.40431661
Teacher_526,6,95,3.9,97,5,48,77,3.9,4,4.5,18.85941357
Teacher_527,6,96,4.8,110,3,68,81,4.4,2,4.1,14.98274634
Teacher_528,6,91,3.7,135,5,57,88,4.9,1,4.8,79.93991603
Teacher_529,6,97,4.1,141,2,65,84,3.6,1,3.7,28.35458593
Teacher_530,6,90,3.5,134,1,72,86,4.3,1,4.8,79.7401456
Teacher_531,6,94,4.2,90,6,56,79,4.2,4,4,56.07403044
Teacher_532,6,97,3.5,146,3,65,81,4.1,2,3.7,2.679614037
Teacher_533,6,98,4.7,128,4,54,75,4.8,1,4.4,22.15395067
Teacher_534,6,92,4.7,144,6,59,78,4.1,3,4.1,26.1897384
Teacher_535,6,95,4.7,85,2,57,80,3.6,3,4.7,11.05947189
Teacher_536,6,87,3.9,145,5,57,86,3.6,4,4.1,61.17146016
Teacher_537,6,87,4.8,117,1,67,84,3.6,1,4.5,12.2161798
Teacher_538,6,94,4.3,117,5,64,86,4.1,2,4,79.39979637
Teacher_539,6,99,4.1,83,4,65,76,4.6,3,3.8,62.55529097
Teacher_540,6,95,4.4,123,3,51,75,3.8,4,4.1,23.01744131
Teacher_541,6,86,3.5,113,4,72,85,4.5,2,4.4,41.22558388
Teacher_542,6,86,3.7,124,5,47,83,4.5,2,4.5,47.30435055
Teacher_543,6,93,4.6,138,5,67,76,3.9,1,4.4,24.97732728
Teacher_544,6,85,3.9,138,6,49,82,4.4,1,5,5.51348558
Teacher_545,6,86,4.4,106,4,50,85,4.5,3,4.5,94.05665413
Teacher_546,6,98,4.1,120,4,68,80,4.2,1,4.9,60.08510494
Teacher_547,6,90,4.8,113,4,49,85,4,4,3.7,54.47318055
Teacher_548,6,92,4.9,98,1,74,75,4.4,1,3.6,31.01662159
Teacher_549,6,91,4.8,97,5,74,84,5,1,4,80.54194502
Teacher_550,6,87,3.9,136,2,55,83,4.1,2,3.7,92.28644343
Teacher_551,6,89,3.8,118,1,45,85,4.1,4,4.3,24.54053691
Teacher_552,6,98,4.2,85,1,46,87,4.2,1,4.3,45.75579738
Teacher_553,6,88,3.5,117,1,58,84,3.6,4,4.4,81.30336243
Teacher_554,6,93,3.5,117,6,48,86,4.3,2,4.6,3.234564562
Teacher_555,6,98,4.3,118,2,61,89,4,4,5,90.96726121
Teacher_556,6,94,4.3,120,4,50,75,3.7,4,4.8,12.69292624
Teacher_557,6,86,5,135,6,49,80,4.2,4,3.7,24.709941
Teacher_558,6,92,3.8,131,5,61,82,3.5,3,4,61.33785847
Teacher_559,6,93,3.9,85,3,54,89,4.1,4,3.9,98.29839461
Teacher_560,6,96,3.7,122,6,55,77,3.7,4,3.8,21.97656713
Teacher_561,6,93,4.9,131,3,52,87,3.5,2,4.3,89.82537553
Teacher_562,6,90,4.7,96,5,63,87,4.7,4,4.3,43.78283305
Teacher_563,6,98,4.7,120,2,53,84,4.9,3,3.8,10.76227494
Teacher_564,6,94,4.9,98,3,67,86,3.8,4,4.6,17.5183327
Teacher_565,6,99,4.3,89,1,69,81,4.3,2,4.6,3.802415388
Teacher_566,6,90,4.2,118,6,48,85,3.9,3,3.5,86.99715362
Teacher_567,6,87,4,139,3,70,88,4.2,2,4.1,17.60896717
Teacher_568,6,99,4.4,82,5,59,81,4.2,1,4.8,55.99039827
Teacher_569,6,97,4.2,105,1,72,87,3.9,1,4.3,16.03754352
Teacher_570,6,85,4.2,106,3,58,84,4.6,1,4,92.65326718
Teacher_571,6,92,4.9,92,5,74,89,3.7,2,3.9,9.662210239
Teacher_572,6,97,5,139,2,46,82,3.6,3,3.9,42.027481
Teacher_573,6,98,4.7,96,5,46,77,4.7,1,3.6,27.50051591
Teacher_574,6,88,4.6,138,2,55,79,4.5,2,4.7,34.02164221
Teacher_575,6,93,4.5,121,1,68,75,4.2,3,3.6,1.35272989
Teacher_576,6,96,3.7,101,5,61,89,4.2,2,3.9,71.56548745
Teacher_577,6,95,3.6,125,4,73,87,4.2,4,3.6,6.011137655
Teacher_578,6,97,4.5,146,6,47,85,4.2,1,4.7,98.28421407
Teacher_579,6,87,4.6,99,4,48,76,4.1,3,3.6,33.46530821
Teacher_580,6,86,3.6,124,4,59,82,4.2,3,4,76.59444712
Teacher_581,6,96,4.9,88,4,61,84,4.3,1,4.4,49.69423953
Teacher_582,6,88,3.6,129,6,74,79,4.5,3,4.1,42.55589445
Teacher_583,6,94,3.9,108,4,67,78,4.6,2,3.9,85.78555875
Teacher_584,6,85,4.5,124,2,53,88,4.1,1,3.9,39.91536196
Teacher_585,6,92,3.8,83,5,55,75,4.1,2,4.7,20.71522973
Teacher_586,6,92,3.6,140,1,64,89,4.1,3,5,22.76314374
Teacher_587,6,89,4,83,4,64,80,4.3,1,4,67.07900605
Teacher_588,6,99,4.6,129,4,64,84,4.2,4,3.6,21.75563732
Teacher_589,6,90,4.1,102,1,60,88,4.8,2,3.6,29.33687525
Teacher_590,6,89,4.5,111,1,51,86,4.5,1,4.6,63.77300393
Teacher_591,6,99,4.4,110,4,50,78,4.8,4,4.3,39.21522273
Teacher_592,6,99,3.5,84,2,71,86,4.6,1,4.7,88.26504376
Teacher_593,6,92,5,115,1,54,86,5,3,4.5,0.255559371
Teacher_594,6,97,3.6,135,5,50,76,4.5,1,4.9,10.14634432
Teacher_595,6,86,5,86,5,61,77,4.9,2,4.8,34.29333847
Teacher_596,6,97,4.3,82,2,55,78,3.7,4,4.7,88.98475671
Teacher_597,6,99,4.9,102,6,53,79,3.6,1,4.2,25.64021173
Teacher_598,6,91,3.7,123,3,48,76,4.4,1,4,49.14885188
Teacher_599,6,89,4.2,138,2,48,84,5,4,4.3,43.46958242
Teacher_600,6,90,3.8,97,4,70,89,4.1,1,4.3,81.77466175
Teacher_1,7,97,4.9,98,5,57,78,3.9,1,3.5,75.57886956
Teacher_2,7,92,4.3,98,2,59,75,3.8,4,3.5,30.29098252
Teacher_3,7,85,3.8,117,1,71,80,3.7,4,4.7,94.9366933
Teacher_4,7,96,3.7,144,1,65,81,3.8,3,5,55.99002028
Teacher_5,7,87,4.4,123,4,66,86,4.5,2,4.6,1.615296499
Teacher_6,7,86,4.6,100,6,70,82,4.2,3,3.5,61.39858838
Teacher_7,7,97,4.7,85,5,46,80,4.3,3,3.8,51.90200268
Teacher_8,7,90,3.9,114,6,73,81,3.7,1,5,81.21488873
Teacher_9,7,98,3.8,80,5,45,75,4.7,2,4.7,42.99733949
Teacher_10,7,89,3.5,118,2,56,82,4.7,3,4.4,79.33427098
Teacher_11,7,93,4.5,105,2,56,77,3.5,4,3.9,35.47254227
Teacher_12,7,92,3.6,121,1,70,83,4.1,4,3.5,86.16690422
Teacher_13,7,91,4.1,116,5,70,75,3.6,1,3.5,75.23603186
Teacher_14,7,98,4.4,110,5,53,88,4.7,3,4.4,40.32506801
Teacher_15,7,99,4.9,138,6,73,88,4.6,4,3.5,74.30912476
Teacher_16,7,99,4,109,2,59,85,4.9,2,5,59.60234772
Teacher_17,7,88,3.9,115,3,74,77,3.9,1,3.8,19.32611892
Teacher_18,7,95,4.5,107,1,70,75,4.2,2,4.6,82.91177095
Teacher_19,7,96,4.4,138,5,48,78,3.8,1,3.7,24.33144869
Teacher_20,7,98,4,123,4,64,83,4.1,2,4.3,42.49199597
Teacher_21,7,90,4.9,126,4,59,88,4.3,3,3.6,24.53273234
Teacher_22,7,95,4.8,94,3,63,84,3.6,3,4.7,8.898785846
Teacher_23,7,91,3.8,141,2,47,81,4.6,2,4.4,17.21867326
Teacher_24,7,96,3.9,114,2,68,82,4.3,1,3.6,11.40857895
Teacher_25,7,90,4.3,99,2,60,76,4.7,1,4.8,90.01547384
Teacher_26,7,88,4.7,113,6,73,84,3.9,4,4.3,57.71162849
Teacher_27,7,87,3.6,111,4,68,86,4.9,1,4.9,81.10649921
Teacher_28,7,88,4.5,133,2,62,89,5,1,4.9,50.08159513
Teacher_29,7,86,4.5,97,4,65,89,4.9,1,4.9,56.39965625
Teacher_30,7,85,3.8,121,3,72,87,4.7,2,3.6,82.17638327
Teacher_31,7,87,4.5,142,1,61,88,4.7,2,3.7,64.70503147
Teacher_32,7,88,4.9,109,6,60,80,4.4,4,5,27.93557235
Teacher_33,7,98,3.6,114,5,73,86,3.8,3,4.2,68.57896335
Teacher_34,7,89,4,133,3,70,82,4.5,4,3.9,87.80352369
Teacher_35,7,91,4.2,113,4,56,89,4.6,2,4.7,87.78883326
Teacher_36,7,86,4.8,80,3,71,76,5,4,3.9,24.61272536
Teacher_37,7,87,4.9,106,5,46,88,4.3,3,4.6,39.15021912
Teacher_38,7,93,4.2,105,6,61,76,3.9,4,4.8,67.05055057
Teacher_39,7,99,4.6,122,1,46,86,4.5,3,4.7,1.603480911
Teacher_40,7,87,4.3,121,5,54,86,5,3,3.9,3.724686763
Teacher_41,7,86,4.3,137,6,46,77,3.8,2,4.1,91.72604971
Teacher_42,7,94,3.9,120,4,64,77,4,3,4.1,45.71881536
Teacher_43,7,88,3.8,137,5,63,85,4.3,3,4.2,13.4126265
Teacher_44,7,91,3.9,128,3,61,78,3.8,3,3.8,39.13590398
Teacher_45,7,90,4.3,105,2,62,77,3.5,2,4.2,4.706806345
Teacher_46,7,89,3.5,142,3,55,76,4,3,4.3,43.97012592
Teacher_47,7,87,4.9,133,4,72,82,4.8,2,4.3,2.397061904
Teacher_48,7,99,3.7,122,1,59,83,3.6,1,4.7,67.20102523
Teacher_49,7,93,3.8,109,5,57,81,4.1,3,4.3,43.45504719
Teacher_50,7,92,4.3,102,1,72,77,4.6,3,3.8,6.251832198
Teacher_51,7,96,4.6,113,4,71,86,4.9,4,4.5,99.03677785
Teacher_52,7,98,3.6,106,5,61,78,5,4,4.7,61.17910827
Teacher_53,7,98,4,132,6,71,76,4.1,2,4,82.77027946
Teacher_54,7,94,5,114,6,60,86,4.9,4,4.5,71.84127338
Teacher_55,7,85,3.9,141,3,73,85,3.6,3,3.7,10.31677842
Teacher_56,7,87,4,87,3,59,77,4.6,3,4,70.62226823
Teacher_57,7,97,4.8,115,4,74,84,4.5,3,4.9,75.9280465
Teacher_58,7,92,3.6,117,6,58,83,3.9,3,4.9,62.37841419
Teacher_59,7,89,4.2,100,5,60,77,4.3,3,4.4,87.26973505
Teacher_60,7,94,4.1,131,6,57,83,3.7,4,4.6,41.47864322
Teacher_61,7,91,4,97,3,74,85,4.8,3,4.8,90.06127451
Teacher_62,7,85,3.9,90,4,71,76,4,1,4.9,23.28847768
Teacher_63,7,97,3.6,137,6,61,80,4.4,3,4.2,89.96973902
Teacher_64,7,99,4,105,4,61,78,3.7,1,4.3,41.92425814
Teacher_65,7,93,3.6,95,6,71,84,3.8,4,4.1,21.35376853
Teacher_66,7,91,4.7,94,1,65,89,5,2,3.6,49.1008034
Teacher_67,7,97,4.1,116,6,48,82,4.6,3,4.1,63.48832085
Teacher_68,7,89,4.2,88,3,73,76,4.9,2,4.7,7.126846433
Teacher_69,7,91,4.8,132,5,68,89,3.9,2,4.7,10.83748501
Teacher_70,7,91,4.5,91,3,62,78,3.7,2,4.8,24.46674812
Teacher_71,7,98,3.5,114,3,67,78,4.3,3,3.6,69.46082718
Teacher_72,7,96,4.9,114,3,59,80,4.2,2,4.3,50.71093094
Teacher_73,7,94,3.9,147,4,74,84,3.8,1,3.7,61.81919514
Teacher_74,7,88,3.7,106,2,56,78,4.6,2,3.8,63.86310958
Teacher_75,7,85,4.7,137,2,57,86,4,3,4.9,93.63585835
Teacher_76,7,96,4.3,97,1,47,83,3.8,3,4.2,14.28557059
Teacher_77,7,86,4.2,134,3,71,77,4,3,4.6,67.82795171
Teacher_78,7,89,3.9,109,2,60,76,4.3,1,3.6,91.81660075
Teacher_79,7,89,4.3,122,1,55,79,4.6,2,4.1,82.07906449
Teacher_80,7,92,3.9,136,4,73,75,4.2,3,4.5,7.208013513
Teacher_81,7,90,4.9,126,3,47,79,4.3,3,3.7,54.20891931
Teacher_82,7,91,3.8,131,5,57,87,3.7,1,4,57.64419072
Teacher_83,7,89,4.8,99,4,72,85,4.9,4,3.6,91.65193421
Teacher_84,7,97,4.3,115,1,53,89,4.9,3,4.5,82.89517857
Teacher_85,7,94,4.7,93,4,59,75,4.5,3,5,41.10308215
Teacher_86,7,89,4.6,94,5,46,78,3.5,2,4.7,37.75037196
Teacher_87,7,98,4.5,138,4,58,84,4.3,4,5,25.11987877
Teacher_88,7,98,4,115,1,59,76,4.4,1,4.8,35.71042037
Teacher_89,7,96,3.9,143,5,51,85,5,1,4.8,48.20932016
Teacher_90,7,94,3.8,80,5,60,78,5,4,4.4,44.15683974
Teacher_91,7,95,4.8,141,4,64,87,4.8,3,4.3,68.96924662
Teacher_92,7,88,4.7,111,5,66,82,3.6,1,4.1,10.54398111
Teacher_93,7,87,4.2,96,4,55,86,4.9,1,4.7,51.74937357
Teacher_94,7,89,3.7,119,3,63,84,4.4,3,3.8,38.69464535
Teacher_95,7,94,4.1,115,5,53,78,4.7,2,3.6,16.74838843
Teacher_96,7,94,4.4,148,4,46,81,4.1,1,4.9,8.7395994
Teacher_97,7,90,4.2,82,3,53,80,4,1,3.5,49.26911026
Teacher_98,7,92,4.7,111,5,69,87,4.2,2,5,43.39739519
Teacher_99,7,94,5,149,3,52,83,3.7,1,4.6,88.02169842
Teacher_100,7,85,3.8,143,6,45,84,4,2,4,28.07868771
Teacher_101,7,94,4.2,138,5,54,79,4.8,1,4.5,49.36017729
Teacher_102,7,92,4.1,126,6,65,84,3.6,3,4.7,58.38652333
Teacher_103,7,92,4,133,1,63,76,3.7,1,3.9,92.0196946
Teacher_104,7,91,3.8,125,1,45,76,3.7,4,4.7,56.25676202
Teacher_105,7,87,3.6,142,4,53,79,4.1,4,4.7,72.62620633
Teacher_106,7,95,4.8,115,2,69,81,5,1,3.9,84.04308532
Teacher_107,7,86,4.1,95,6,59,80,3.8,4,3.6,7.204194667
Teacher_108,7,88,4.2,137,6,66,84,3.7,2,3.8,89.08654556
Teacher_109,7,89,4.9,125,1,48,81,4.9,4,3.8,83.6374711
Teacher_110,7,94,4.7,127,6,51,85,4.8,4,3.6,3.874703208
Teacher_111,7,89,3.7,115,2,67,80,3.5,1,4.6,75.08975233
Teacher_112,7,85,4.3,146,3,61,81,4.6,2,4.1,39.26003228
Teacher_113,7,96,4.2,144,3,51,80,4.5,1,4.8,0.99335133
Teacher_114,7,98,4.7,103,2,49,75,4.7,4,3.9,28.94474273
Teacher_115,7,88,4.6,92,6,65,87,4.2,3,4.2,39.63193181
Teacher_116,7,97,4.5,81,6,74,85,5,4,4.5,68.43761029
Teacher_117,7,86,4,133,6,59,75,3.6,2,4.8,35.74087532
Teacher_118,7,87,4.7,131,4,74,75,3.9,2,4.3,60.43247753
Teacher_119,7,88,3.6,133,5,53,76,4.1,4,4.1,94.06447019
Teacher_120,7,90,3.7,81,2,48,76,4.2,2,4.8,62.46645718
Teacher_121,7,88,4,148,2,60,78,4.9,2,4,37.03172852
Teacher_122,7,96,3.6,85,2,63,87,4.3,4,3.6,90.18122721
Teacher_123,7,89,3.9,137,2,66,80,3.6,4,4.2,18.2813405
Teacher_124,7,98,4.7,124,2,59,77,4.1,1,4.7,29.19369203
Teacher_125,7,96,4.9,81,6,59,89,4.1,3,3.5,47.32382275
Teacher_126,7,85,4,81,4,50,77,4.9,1,4.4,77.15847967
Teacher_127,7,95,3.9,122,1,46,81,4.4,4,4.4,52.81441497
Teacher_128,7,85,3.9,149,6,69,82,4.5,3,4.9,78.90398544
Teacher_129,7,94,3.9,101,6,54,75,4.6,1,3.9,49.72946498
Teacher_130,7,90,3.6,105,5,49,84,4.7,2,3.9,24.51255658
Teacher_131,7,87,4.9,86,1,64,82,4.5,4,4.2,3.326861338
Teacher_132,7,99,3.8,102,2,74,80,3.9,2,4,56.15528613
Teacher_133,7,85,4.1,85,1,59,87,4.8,2,4.6,71.09408813
Teacher_134,7,98,3.5,101,4,63,84,4.6,4,4.5,94.99453984
Teacher_135,7,98,4.8,89,3,56,79,4.6,2,4.6,28.97238507
Teacher_136,7,85,4.6,138,6,69,78,5,4,4.7,11.47215251
Teacher_137,7,87,4.9,142,1,72,80,4.7,3,4.9,57.04603034
Teacher_138,7,91,4.7,125,5,54,84,4.7,1,4.1,25.12329271
Teacher_139,7,92,4,103,4,55,79,4.9,1,5,8.730636682
Teacher_140,7,87,3.9,97,3,53,82,3.7,2,3.8,48.68459574
Teacher_141,7,99,4.5,119,4,60,88,4.2,4,4.6,90.59428483
Teacher_142,7,88,4,118,2,51,89,4.4,3,4.3,92.72329039
Teacher_143,7,86,4.3,131,3,45,75,4,2,4.7,24.68433111
Teacher_144,7,89,3.5,146,5,69,86,4.8,1,4.2,5.757133928
Teacher_145,7,95,3.6,101,3,46,80,4.6,4,4.7,31.92922105
Teacher_146,7,93,4.3,125,5,72,84,4.6,1,4.9,50.60195102
Teacher_147,7,86,4.3,128,2,59,78,5,1,4.6,85.59896866
Teacher_148,7,85,4.6,112,5,45,84,3.9,3,4.7,17.78557994
Teacher_149,7,93,3.7,135,4,71,85,4.6,3,3.6,82.6154346
Teacher_150,7,97,4.3,113,1,68,80,4.3,4,3.8,13.89109765
Teacher_151,7,85,3.8,100,4,59,83,4,3,5,59.28433303
Teacher_152,7,85,3.6,132,6,67,82,3.7,1,4.5,40.59977868
Teacher_153,7,89,4.1,133,4,68,76,4.8,3,4.3,14.88922509
Teacher_154,7,98,3.7,138,3,64,82,4.4,1,4.1,79.3895714
Teacher_155,7,85,3.8,90,2,49,85,4.7,2,3.6,30.09989701
Teacher_156,7,89,4,94,6,51,83,4.3,4,4.1,72.17675011
Teacher_157,7,95,3.9,134,6,63,81,3.8,1,4.2,5.368702877
Teacher_158,7,87,3.6,104,6,51,77,4,1,3.8,41.36026632
Teacher_159,7,93,3.6,83,1,46,83,4.1,3,3.8,16.24277634
Teacher_160,7,91,3.8,81,5,46,80,5,1,4.3,93.12501899
Teacher_161,7,92,3.6,106,3,59,80,3.5,2,4.4,62.94639093
Teacher_162,7,95,4.4,113,2,67,89,5,4,3.9,11.77811399
Teacher_163,7,87,3.9,142,1,74,75,5,2,4.4,16.95605496
Teacher_164,7,88,3.9,86,4,65,78,5,1,4.9,85.87431724
Teacher_165,7,91,4,137,2,48,86,4.2,3,4.2,45.99332619
Teacher_166,7,91,4.5,147,6,49,77,4.9,1,4.8,11.68536501
Teacher_167,7,96,4.8,119,2,52,79,4.1,4,4.9,58.40119275
Teacher_168,7,85,4.6,148,2,50,84,3.5,4,3.6,54.30342124
Teacher_169,7,85,4.6,134,4,52,85,3.8,1,3.6,45.87237802
Teacher_170,7,94,4.2,117,5,49,80,4.9,4,4.2,29.99925936
Teacher_171,7,95,4.5,139,3,45,84,3.5,1,4.4,25.74098008
Teacher_172,7,99,4.3,89,6,50,77,4.3,1,4.1,16.59749103
Teacher_173,7,85,3.8,132,5,57,84,3.6,4,4,10.04837289
Teacher_174,7,87,3.8,86,1,64,83,3.9,1,4.5,28.2263789
Teacher_175,7,92,3.9,123,6,73,83,3.6,2,3.5,85.65160659
Teacher_176,7,89,4.9,91,3,50,89,4.8,2,5,8.512638288
Teacher_177,7,86,4.3,146,1,48,81,4.4,1,3.8,58.64026986
Teacher_178,7,96,4.6,99,4,64,83,4.9,3,4.9,54.36092467
Teacher_179,7,96,4,118,5,73,85,4.5,1,3.7,30.57937286
Teacher_180,7,92,4.1,87,6,70,76,5,1,3.9,5.148521395
Teacher_181,7,96,3.7,125,2,49,79,4.3,1,3.9,19.163225
Teacher_182,7,99,3.8,133,3,56,77,4.5,4,5,69.60056032
Teacher_183,7,91,4.7,123,6,54,77,4.4,1,3.5,53.02902761
Teacher_184,7,97,4.4,111,2,57,86,4.2,1,4.5,37.54113984
Teacher_185,7,99,4,132,6,56,78,4.8,1,4.8,62.54464331
Teacher_186,7,86,4.7,89,1,52,89,4.5,3,4.5,42.59603857
Teacher_187,7,86,3.9,90,2,68,81,4.7,3,4,46.76572454
Teacher_188,7,92,5,141,2,50,89,4.7,4,4.9,61.08684304
Teacher_189,7,97,4,116,6,51,76,3.8,1,4.8,75.24491476
Teacher_190,7,91,4,145,4,59,75,4.5,4,4.2,46.93634541
Teacher_191,7,99,4,97,4,48,85,3.8,1,4.4,59.35869424
Teacher_192,7,95,3.7,132,5,60,83,4.4,2,5,27.51098468
Teacher_193,7,88,3.7,112,1,47,76,4.5,3,5,51.40267655
Teacher_194,7,86,4.5,101,4,73,86,5,1,4.2,49.4874205
Teacher_195,7,96,4.8,107,6,69,81,3.5,4,4.8,96.81614616
Teacher_196,7,91,4.7,106,4,70,82,3.6,4,4,53.12700809
Teacher_197,7,93,3.7,144,5,46,85,3.6,2,4.1,12.47690073
Teacher_198,7,96,4.3,131,3,55,76,4.1,3,3.7,74.60402672
Teacher_199,7,92,3.7,139,5,54,88,4.7,2,3.8,73.02099914
Teacher_200,7,85,3.6,117,2,45,80,4.8,1,4.5,68.28054666
Teacher_201,7,93,4.5,90,2,73,75,4.6,4,4.3,63.65842047
